"call_num","cluster"
"20169815438",2
"20294016831",2
"20308310538",2
"20479815336",2
"20535816236",1
"20705311538",2
"20819310538",2
"20838310538",2
"20839815431",1
"20918310538",2
"21098815436",1
"21206412538",2
"21256419538",2
"21369815435",2
"21439815334",2
"21558410538",1
"21559814951",2
"21698815331",2
"21718815330",1
"21757310538",1
"21795816239",1
"21807819334",2
"21830815359",2
"21895311538",2
"21915716135",1
"21918815331",2
"21980812054",2
"22005818330",2
"22067310538",2
"22068815452",2
"22079815332",1
"22158815353",2
"22195816333",2
"22234016833",2
"22234315538",2
"22246414538",2
"22249815438",2
"22268410538",2
"22274415538",2
"22287410538",2
"22288718436",2
"22289815439",2
"22295816331",2
"22349815337",2
"22398410538",2
"22558815435",2
"22584210632",2
"22850815359",2
"22994416538",1
"23009010859",2
"23386311538",1
"23718815337",2
"23868016650",2
"24049815337",1
"24069310538",2
"24168815436",2
"24225816238",2
"24495816332",1
"25036411538",1
"25139815439",1
"25265818333",2
"25369815355",2
"25388815332",2
"25420310558",2
"25559815336",1
"25836310538",2
"26218815438",1
"26537819330",2
"26629316558",2
"26845311538",2
"26849814952",2
"26865716138",2
"26888815358",2
"27438310538",2
"27578815339",2
"27594317538",2
"27726310538",2
"27826415538",1
"27855818337",1
"27879815434",2
"27978815330",2
"28087819330",1
"28114016837",2
"28248310538",2
"28259815439",1
"28267119234",2
"28315818333",2
"28338815353",2
"28475816231",2
"28690815357",2
"28699815333",2
"28827310538",2
"28880816954",1
"29189815354",1
"30005818336",2
"30034016832",1
"30125818333",2
"30387819330",1
"30679815431",2
"30966410538",2
"31025816330",2
"31048310538",1
"31075816231",1
"31518815331",2
"31568815332",1
"31620816958",2
"31656414538",2
"31689815333",2
"31716415538",1
"31799815436",2
"31898815337",2
"31925311538",1
"32107819333",2
"32118310538",2
"32148718435",2
"32184016831",2
"32248815352",2
"32258815331",2
"32259815439",2
"32376310538",2
"32528815455",2
"33079815336",2
"33138815433",2
"33160815354",2
"33165818332",1
"33315611838",2
"33328815432",2
"33345716138",1
"33349719854",1
"33349815439",2
"33354416538",1
"33358815435",2
"33365816237",2
"33395611838",2
"33396318538",2
"33399815436",2
"33607119232",2
"33635118133",2
"33660116456",1
"33707310538",2
"33735818334",1
"33738815333",2
"33739815333",2
"33778718435",2
"33799815333",2
"33808815333",2
"34265816232",2
"34266414538",2
"34340410558",2
"34617819330",2
"34648815337",2
"34977819334",2
"35059016653",1
"35087819333",2
"35295118139",2
"35488815438",2
"35779815336",1
"35800816552",2
"35855816239",1
"35859815331",2
"35909310538",2
"35979310538",2
"36027819330",2
"36034317538",2
"36078815336",1
"36315816330",2
"36338815439",1
"36378815352",1
"36796316538",2
"36797119233",2
"36955816231",2
"37099815439",2
"37189815333",1
"37368016654",2
"37529410538",1
"37730816554",2
"37779310538",1
"37779410538",2
"37850716651",2
"38057119232",2
"38268815431",2
"38494316538",2
"38508815331",2
"38560410558",1
"38627819334",1
"38668016653",2
"38690116457",2
"38735118139",1
"38768016652",2
"38919815439",1
"39319410538",1
"39897410538",2
"40015818330",1
"40088016650",2
"40449815331",2
"40645816233",2
"41267119232",2
"41655816332",2
"41685818335",2
"42320816958",2
"42449310538",2
"42485816231",1
"42636314538",2
"43035818332",1
"43075118133",2
"43215716139",2
"43215816231",2
"43218815433",1
"43259310538",1
"43259815430",2
"43320816552",2
"43510116457",1
"43719815331",2
"43750816952",2
"43925310538",1
"43994315538",2
"44295716137",1
"44298718435",2
"44336419538",2
"44400815353",2
"44418815439",2
"44419719854",2
"44428815334",2
"44467119232",2
"44474210631",2
"44476310538",2
"44479815431",2
"44488815338",2
"44498815334",2
"44594316538",2
"44705818334",1
"44889815339",1
"45276317538",2
"45575118139",2
"45609815333",2
"46108815334",2
"46808815438",2
"46905716135",2
"47499815438",2
"47665818337",2
"47768815331",2
"48338815333",2
"48388815338",1
"48408815431",2
"48556417538",2
"48587819332",2
"48810816552",2
"48909815330",1
"49396318538",2
"50055818338",1
"50479310538",2
"50578815336",2
"50598815332",1
"50608815331",2
"50729815332",2
"50778815456",1
"50877310538",2
"51099815437",2
"51109815432",2
"51149815334",2
"51258815439",2
"51388815332",2
"51875816231",2
"51884316538",2
"51889310538",2
"52049410538",2
"52086418538",2
"52094016830",2
"52237119231",2
"52376310538",2
"52508410558",2
"52607119233",2
"52618016652",2
"52888815332",2
"53177819334",2
"53225816332",1
"53327819330",2
"53337119233",1
"53496316538",2
"53498815432",2
"53515816333",2
"53567119230",2
"53769815333",2
"53848310538",2
"53998718435",2
"54015816237",2
"54067310538",2
"54099814950",2
"54315816236",2
"54335818338",2
"54366318538",2
"54399815434",2
"54509815332",2
"54798815332",1
"54838815433",2
"55076410538",2
"55094210631",1
"55255716139",2
"55324317538",2
"55355118139",2
"55488815438",1
"55509815330",1
"55510816554",2
"55516410538",2
"55517819331",1
"55524815531",2
"55535818338",1
"55540815450",1
"55544410538",2
"55545816233",1
"55549815335",2
"55558718435",1
"55568815332",2
"55569815354",1
"55578815437",2
"55619719854",1
"55658815434",2
"55790316558",2
"55818716457",2
"55889815431",1
"55928815434",2
"56249815354",2
"56249815432",2
"56285716139",2
"56344715533",2
"56569815332",1
"56608310538",2
"56649815336",2
"56655818330",2
"56657819331",2
"56716310538",1
"56858016652",1
"56985816330",1
"56999815337",2
"57028815339",1
"57155818339",2
"57169715456",2
"57289815431",1
"57359815435",1
"57459815438",1
"57608815335",2
"57977119232",2
"58098310538",1
"58115611838",1
"58396318538",2
"58399815431",2
"58480815450",2
"58609016650",1
"58665816236",1
"58745816333",2
"58815118133",2
"58825816236",2
"58848815338",1
"58889815436",2
"59155816331",2
"59374016837",1
"59528410538",2
"59629815331",2
"59646311538",2
"59869815336",2
"59969410558",2
"60028815437",2
"60038815339",2
"60104210632",2
"60199815339",2
"60254016836",2
"60280815357",2
"60327410538",2
"60478815431",2
"60589310538",2
"60838815331",2
"60899815333",1
"60965818336",2
"60968815433",2
"60969815431",2
"61096310538",2
"61099815331",2
"61108815331",2
"61109815337",2
"61185816232",1
"61249016650",2
"61256616838",1
"61315816238",1
"61388718435",2
"61429815330",2
"61579815333",2
"61587310538",1
"61589815335",2
"61615410538",2
"61620819251",2
"61635818332",2
"61669815434",2
"61748815437",2
"61785818335",2
"61819815331",2
"61899815436",2
"61969815332",1
"62059815338",2
"62168815431",2
"62169815337",2
"62465816235",2
"62605816231",1
"62718815433",2
"62817310538",2
"62885818333",2
"62925816237",2
"62944016831",2
"62968410538",2
"63047819334",2
"63228815339",1
"63237119234",2
"63277310538",2
"63335816230",2
"63525816334",2
"63529416558",1
"63577310538",1
"63628815331",2
"63695818331",2
"63699815331",2
"63898815432",2
"63899310538",2
"63978815333",2
"63999815438",1
"64079815336",1
"64398815454",2
"64399815330",2
"64498815330",1
"64677310538",2
"65209815332",1
"65238815331",2
"65286410538",2
"65309815433",2
"65319815330",2
"65358815331",2
"65358815435",1
"65369815337",2
"65414016831",2
"65418815356",2
"65429815437",2
"65436310538",2
"65464016836",1
"65509815336",2
"65665716139",1
"65688310538",1
"65688815431",1
"65699815336",2
"65779815430",1
"65816310538",2
"65879410538",2
"66009815435",2
"66018815434",1
"66025818337",1
"66096310538",1
"66118815332",2
"66127310538",2
"66215816333",2
"66219310538",1
"66229410538",2
"66268815438",2
"66275818333",2
"66276310538",2
"66295816331",2
"66324715533",2
"66325411538",1
"66334317538",1
"66334715533",2
"66518310538",2
"66525818337",2
"66525818338",2
"66555611838",2
"66556415538",1
"66585411538",2
"66604317538",1
"66605816232",2
"66619815337",2
"66634815532",1
"66638815338",2
"66665818339",1
"66668815337",2
"66668815338",2
"66669815438",2
"66676617838",2
"66679310538",1
"66687119233",2
"66729310538",2
"66729815330",2
"66795816333",1
"66815818333",2
"66816315538",2
"66834016832",2
"66835118139",2
"66838016653",2
"66875816331",2
"66878815435",2
"66905818338",2
"66915816232",2
"66936314538",2
"66956317538",1
"66979815437",1
"66989815433",1
"66998815351",1
"67009815352",1
"67124016836",2
"67199815439",1
"67377119232",2
"67436616838",2
"67578815436",2
"67579815433",2
"67659310538",2
"67709016652",2
"67749815331",1
"67770815450",1
"67775118133",2
"67799310538",2
"67799815335",2
"67799815339",1
"67879815332",2
"67949815334",1
"67977310538",1
"68015818332",2
"68016312538",1
"68018815335",2
"68147310538",2
"68285818332",2
"68319815430",2
"68369815338",2
"68479815337",2
"68508310538",2
"68526310538",2
"68585611838",2
"68625716138",2
"68677119230",2
"68709815337",2
"68805818333",2
"68809815333",2
"68829815331",1
"68909815338",2
"68929410538",2
"68965118133",2
"69124316538",1
"69175311538",2
"69218815437",1
"69235118139",2
"69356310538",2
"69385818334",2
"69535816330",2
"69535818331",2
"69538815432",1
"69605310538",2
"69638718435",1
"69689814951",2
"69777310538",2
"69919815338",2
"69945716139",2
"69968815353",2
"70099815334",2
"70335816231",1
"70504210631",1
"70658718435",2
"70729815336",1
"70744317538",2
"70884815532",2
"71058815336",2
"71378815330",2
"71685818333",2
"71884016830",2
"71975818339",2
"72156410538",2
"72225818332",2
"72236418538",1
"72299815431",2
"72358410558",2
"72479316558",2
"72618815351",2
"72694016837",1
"72729410538",2
"72765818338",2
"72824016830",2
"72838815351",2
"72886417538",1
"72988716455",2
"73036310538",1
"73299815439",2
"73337310538",2
"73345816232",2
"73447819332",2
"73599815436",2
"73687410538",2
"73765816236",1
"73788815436",2
"73939815337",2
"74647119230",2
"74665816231",2
"74708815337",2
"74857119233",2
"75009310538",1
"75018815359",2
"75034016837",2
"75135818334",1
"75318316558",2
"75348310538",2
"75455716135",2
"75509815331",2
"75515816233",2
"75548815331",2
"75738815338",1
"75838815351",2
"76019815431",2
"76309310538",2
"76369815332",2
"76388815431",1
"76434416538",1
"76495818333",2
"76517119232",1
"76518815332",2
"76519016653",2
"76529815337",2
"76539815435",2
"76555611838",2
"76566318538",2
"76569010859",2
"76586419538",2
"76608815339",2
"76635816237",2
"76669815339",2
"76798815432",2
"76799815437",2
"76808815334",1
"76818815438",1
"76828815336",2
"76925118139",2
"76989815350",1
"77008410538",2
"77027410538",2
"77028410538",2
"77039815334",2
"77045716137",1
"77048815331",2
"77055818339",2
"77068815433",2
"77069815331",2
"77080815357",1
"77099410538",1
"77146315538",2
"77149815331",2
"77189815436",1
"77199815439",1
"77225818335",2
"77228310538",1
"77250815354",2
"77269815332",2
"77299815331",2
"77398815338",2
"77459715456",2
"77515816332",1
"77517310538",2
"77538716455",1
"77574016837",2
"77579815335",1
"77625611838",2
"77627819330",2
"77669815337",2
"77678815339",1
"77699815335",2
"77708815333",2
"77714016831",2
"77716617838",2
"77718016650",1
"77718815452",2
"77725716138",2
"77725816234",2
"77727119232",2
"77727119234",1
"77728410538",2
"77739815435",2
"77746314538",2
"77756310538",1
"77766617838",1
"77768815331",1
"77769815431",2
"77775816332",2
"77779815336",1
"77779815432",2
"77785818337",1
"77786419538",2
"77788815356",2
"77789815430",1
"77799815332",1
"77868815436",2
"77968815337",2
"78019310538",2
"78036319538",2
"78054815531",2
"78128815337",2
"78154815532",2
"78189310538",2
"78215410538",2
"78238815356",1
"78259815331",2
"78268718435",2
"78289815431",2
"78329815337",1
"78709815333",1
"78769815332",2
"78780815357",2
"78805818339",2
"79015816235",1
"79168410558",2
"79210815450",2
"79598815434",2
"79615816333",1
"79616318538",2
"79666311538",2
"79734815532",2
"79898815456",2
"79989815337",2
"80008815430",1
"80038815330",2
"80078310538",1
"80089815350",2
"80098815339",2
"80115816236",2
"80336418538",2
"80379815337",1
"80387310538",2
"80628815331",2
"80658410538",2
"80786318538",2
"80825818338",1
"80835310538",1
"80849815432",2
"80854415538",2
"80908815332",2
"80947310538",2
"80955818330",1
"80958815437",2
"80985818337",1
"81005410538",1
"81028410538",2
"81039815439",1
"81075816231",2
"81116317538",2
"81119815437",2
"81124210632",1
"81156411538",1
"81169410538",1
"81339815333",2
"81355310538",2
"81508815433",2
"81539815350",1
"81615818330",1
"81616412538",1
"81668815330",1
"81709815338",2
"81720310558",2
"81757310538",2
"81836412538",2
"81867119231",1
"81897819333",2
"81995818334",2
"82019815330",2
"82110716652",2
"82116310538",2
"82165818339",2
"82276411538",1
"82344016837",2
"82364416538",1
"82419410538",2
"82469815336",2
"82485816231",2
"82519815332",2
"82535816330",2
"82568815332",2
"82668815438",1
"82675818333",1
"82829116355",2
"82868815333",2
"82889815338",1
"82920815357",1
"83005816239",2
"83058815339",2
"83129310538",1
"83178310538",2
"83255118139",2
"83355818339",2
"83369016652",1
"83395818330",2
"83528815335",2
"83584417538",2
"83675816232",1
"83730410558",2
"83848410538",1
"83867819334",2
"83928410538",1
"83978410538",2
"84037310538",2
"84299815337",1
"84419814952",2
"85034016837",2
"85095611838",2
"85178815437",2
"85265818338",2
"85288815332",2
"85339815331",2
"85355310538",2
"85355816237",2
"85465818332",2
"85487119230",2
"85509815333",2
"85550310558",2
"85570816959",2
"85658815431",2
"85675818332",2
"85718815438",2
"85725816236",2
"85965716135",1
"85979815331",2
"85995611838",2
"86015816231",1
"86026316538",1
"86129815353",2
"86138815438",2
"86179815336",1
"86215310538",2
"86259815430",2
"86286316538",2
"86299815431",2
"86318310538",2
"86358815332",2
"86417310538",2
"86578815437",2
"86585816332",2
"86608410538",2
"86616415538",2
"86729715456",2
"86748815438",2
"86757819330",2
"86769416558",2
"86797119234",2
"86828815332",1
"86835816235",1
"86848815339",2
"86978815332",1
"86995611838",2
"86998815434",2
"87035816334",2
"87215816234",1
"87229815338",2
"87238310538",2
"87248815431",2
"87305816333",2
"87330815356",2
"87376411538",1
"87507819333",1
"87528815331",2
"87604415538",1
"87628815457",2
"87655816331",2
"87657819334",1
"87687819333",1
"87698815434",2
"87780815357",1
"87889310538",2
"87975818333",2
"88018815332",2
"88069815338",2
"88069815437",2
"88087819333",1
"88088815434",2
"88089815430",2
"88108310538",2
"88119815437",2
"88125311538",1
"88125816234",1
"88135411538",2
"88136319538",1
"88145818339",2
"88158815336",2
"88165818336",1
"88168815338",2
"88177119231",2
"88179815339",2
"88218815333",2
"88225410538",2
"88284210631",2
"88289815431",2
"88308815331",2
"88318815436",2
"88329310538",2
"88336315538",1
"88339815430",2
"88369815336",1
"88369815431",2
"88395816231",2
"88395818331",2
"88405816334",2
"88489815435",2
"88508815339",2
"88536412538",1
"88538410558",2
"88555816331",2
"88599815335",2
"88606416538",2
"88616314538",2
"88619815350",2
"88619815430",2
"88629815437",2
"88649815330",2
"88656314538",1
"88658815336",2
"88665818339",1
"88668815330",1
"88668815333",2
"88675816334",2
"88678815435",2
"88695818333",2
"88696317538",2
"88698815333",2
"88699815332",2
"88708815351",2
"88709815337",2
"88735816237",2
"88757819331",2
"88766412538",2
"88776319538",2
"88780815354",2
"88786616838",2
"88808815438",2
"88818815450",2
"88825816237",2
"88826310538",2
"88828815433",1
"88835816239",2
"88835816333",2
"88835818338",2
"88840816554",1
"88849815439",2
"88854016834",2
"88854415538",2
"88855818333",2
"88859714959",2
"88859815436",1
"88865118134",2
"88865818334",1
"88874016836",2
"88875816233",2
"88888815339",2
"88895716136",2
"88896411538",1
"88897119232",2
"88898016653",2
"88898815353",2
"88898815436",1
"88915818333",1
"88929815335",2
"88934317538",2
"88955716139",2
"89035611838",2
"89070816551",2
"89125818332",2
"89147819333",1
"89148815331",2
"89189815334",2
"89198815339",1
"89209815435",2
"89214316538",2
"89216310538",2
"89219016651",1
"89265816333",2
"89277119230",1
"89285816231",1
"89314815532",2
"89339410538",2
"89489815336",2
"89504317538",2
"89539815430",2
"89578310538",2
"89578815330",2
"89589815337",2
"89665716136",2
"89699815331",2
"89706316538",1
"89738815337",2
"89799410538",2
"89896319538",1
"89965716138",2
"89988815332",2
"90015818338",2
"90029815333",2
"90036410538",2
"90077310538",2
"90088815357",2
"90089815435",2
"90094210631",2
"90115816236",2
"90209815335",2
"90255816231",2
"90258310538",2
"90275310538",2
"90399815337",2
"90514316538",2
"90539815438",2
"90555118134",2
"90568815436",2
"90600819251",2
"90696617838",2
"90758815430",2
"90809815337",2
"91089815337",1
"91098815432",1
"91108815331",1
"91139815338",2
"91239815335",2
"91319815337",1
"91385816234",2
"91425310538",2
"91466310538",2
"91469815433",2
"91488815432",2
"91538410538",2
"91589815330",2
"91716316538",1
"91809815434",2
"91988310538",2
"92078815335",2
"92080815354",2
"92095716137",1
"92268815431",2
"92319815332",2
"92365816238",1
"92439410538",2
"92459719854",2
"92615410538",2
"92658815331",1
"92759410538",2
"92779815332",2
"93088815330",2
"93186311538",2
"93218815330",2
"93338815438",2
"93395816231",1
"93895118139",2
"93979815333",2
"94196310538",2
"94215816235",1
"94218815433",2
"94387410538",2
"94469410538",2
"94505818337",2
"94669815331",1
"94844016832",2
"95015816238",2
"95199815433",1
"95225816331",1
"95289815338",2
"95419815437",2
"95479815431",1
"95855716139",1
"95875818338",2
"95935310538",2
"95945816233",2
"96015816236",1
"96087410538",1
"96135816236",2
"96155818338",1
"96188815339",2
"96224310538",2
"96339410558",1
"96376310538",2
"96425816333",2
"96568716457",2
"96648410558",2
"96655816231",2
"96665818336",2
"96738815339",2
"96797410538",2
"96919016650",1
"97005816232",2
"97079310538",2
"97107310538",2
"97179815339",2
"97220410558",2
"97274210630",2
"97358815330",1
"97364815531",2
"97395816235",1
"97585118139",2
"97639815338",2
"97664016836",2
"97694016834",1
"97758815431",2
"97785816331",2
"97808815359",2
"97828016653",1
"97944016830",1
"97966310538",1
"98005411538",2
"98036319538",2
"98049815339",2
"98087819330",1
"98175818338",2
"98276310538",2
"98319815337",2
"98419814952",1
"98428310538",2
"98478815332",2
"98508815334",2
"98538410558",1
"98558815330",2
"98569815439",2
"98659815338",2
"98679815336",2
"98704210631",2
"98719815332",2
"98749719854",2
"98769815431",2
"98778718435",2
"98779310538",2
"98797310538",1
"98819815331",2
"98830316558",2
"98838815333",2
"98868815337",2
"98895816236",2
"98929016650",2
"98979815337",1
"99035816231",1
"99056314538",2
"99115818331",2
"99125816232",2
"99139310538",2
"99159815332",1
"99167819333",2
"99174016830",2
"99174310538",2
"99185816332",2
"99185818332",1
"99299815436",2
"99328815337",2
"99375818332",2
"99378815336",2
"99490816554",2
"99509815334",1
"99514317538",2
"99516318538",2
"99518815430",1
"99525816236",2
"99578815437",2
"99585818332",1
"99608310538",2
"99635816236",2
"99635818332",2
"99648815438",2
"99688815333",1
"99697119230",1
"99698815337",2
"99757819331",1
"99774417538",2
"99779815436",2
"99785816330",2
"99814016831",1
"99838815332",2
"99905716138",2
"99908815350",2
"99909116355",2
"99909815339",2
"99909815350",2
"99934016837",2
"99945816332",2
"99946311538",2
"99946415538",1
"99950812053",2
"99958815450",2
"99965816230",1
"99965818339",2
"99974210631",2
"99976312538",2
"99976318538",2
"99976419538",2
"99978815331",2
"99988410558",2
"99988815337",2
"99998815334",2
"99998815430",2
